Doctor Id,Name,Contact No,Email,Position,Started At,Specialty
68511344,Dr. Lisa Lynch,374-915-4873,llynch@hospital.org,Res(ident,2016.05.30,Internal Medicine Resident
66860450,Dr. Michael Woods,728-582-2477,mwoods@hospital.org,Attending Physician,2012-01-25,Internal Medicine
20861332,Dr. Mary Knapp,910-981-4739,mknapp@hospital.org,,2000-03-12,General Surgery
72918393,Dr. Andrew Gilbert,334-318-5777,agilbert@hospital.org,Attending Physician,2008-11-22,Internal Medicine
74807236,Dr. Donald Wilkinson,967-782-9318,dwilkinson@hospital.org,Resident,2022-11-09,Pediatrics Resident
11914028,Dr. Angela Morrow,683-751-5465,,Medical Director,1989-08-12,Internal Medicine
45328127,Dr. Debra Cooper,,dcooper@hospital.org,^&:Medical Director,1995-04-16,Internal Medicine
66657081,Dr. David Frank,591-717-7107,dfrank@hospital.org,Chief of Surgery,1993-08-02,General Surgery
45528159,Dr. Devin Nelson,682-861-5120,dnelson@hospital.org,Fel|/low,"Jun 13, 2024",Cardiology Fellow
46882176,Dr. Lisa Rodgers,583-391-8080,,,2000.01.06,General Surgery
92582531,Dr. Danielle Lee,650-771-3080,dlee@hospital.org,Resident,2018-02-10,Pediatrics Resident
20996667,Dr. Danielle Fleming,662-675-5717,dfleming@hospital.org,Fellow,2022-11-05,Oncology Fellow
10351948,Dr. Elizabeth Ferguson,559-542-3146,,Attending Physician,2005-09-20,Internal Medicine
16236475,Dr. Jennifer Wallace,685-725-9629,jwallace@hospital.org,Medical Director,1989-08-26,Internal Medicine
24258429,Dr. John Elliott,847-871-7403,jelliott@hospital.org,Attending Physician,2011-04-27,Internal Medicine
71364379,Dr. Melissa Turner,,mturner@hospital.org,Resident,2018-04-03,Internal Medicine Resident
53321553,Dr. Caroline Jenkins,702-594-1352,cjenkins@hospital.org,Medical Director,2004-04-17,Internal Medicine
40244357,Dr. Tamara Morris,886-744-2988,tmorris@hospital.org,Medical Director,1999-07-03,Internal Medicine
23692958,Dr. Kristine Wood,451-538-6726,kwood@hospital.org,Medical Director,1994-09-13,Internal Medicine
81438349,Dr. Angela Thompson,979-360-9427,athompson@hospital.org,Fellow,2015-06-12,Cardiology Fellow
85841158,Dr. Marcus Gardner,863-255-5103,mgardner@hospital.org,Attending Physician,"Mar 17, 2014",Internal Medicine
34041326,Dr. April Nixon,977-472-2301,anixon@hospital.org,Attending Physician,2011-06-17,Internal Medicine
30092190,Dr. Valerie Miles,292-315-4012,vmiles@hospital.org,Medical Director,06/24/1988,Internal Medicine
78323695,Dr. William Mcknight,398-436-1708,wmcknight@hospital.org,Medical Director,10/03/1995,Internal Medicine
65082193,Dr. Daniel Miller,936-628-7959,dmiller@hospital.org,Medical Director,2000-01-26,Internal Medicine
21640647,Dr. Michael Rice,331-450-8833,mrice@hospital.org,Resident,2016-11-03,Internal Medicine Resident
3778807,Dr. Levi Price,569-389-4341,lprice@hospital.org,";&,Attending Physician",2011.09.22,Internal Medicine
8422435,Dr. Jeremy Noble,224-797-9878,,,2002-08-21,Internal Medicine
66967646,Dr. Lori Patton,706-819-1218,lpatton@hospital.org,Chief of Surgery,1993-02-19,General Surgery
45781270,Dr. Ruben Nguyen,841-744-6811,rnguyen@hospital.org,Medical Director,1988-04-04,Internal Medicine
32901392,Dr. Jessica Travis,318-261-4724,jtravis@hospital.org,Attending Physician,2015-05-15,Internal Medicine
59904328,Dr. Cheryl Williams,297-734-9434,cwilliams@hospital.org,Chief of Surgery,1996-04-16,General Surgery
32021750,Dr. Daniel Phillips,980-633-4864,dphillips@hospital.org,Chief of Surgery,2004-05-18,General Surgery
82079950,Dr. Travis Jackson,675-722-3901,tjackson@hospital.org,Medical Director,2002-05-15,Internal Medicine
4258206,Dr. Carla Benton,441-723-2880,cbenton@hospital.org,Medical Director,2005-03-24,Internal Medicine
34021338,Dr. Lindsey Hernandez,340-718-5506,lhernandez@hospital.org,Chief of Surgery,1986-07-05,General Surgery
25290510,Dr. Keith Cox,911-716-8293,kcox@hospital.org,Attending Physician,2012-06-12,Internal Medicine
29453310,Dr. Alexandra Gonzalez,754-482-6441,,Attending Physician,01-08-2008,Internal Medicine
36385516,Dr. Ashley Gallegos,258-607-8654,agallegos@hospital.org,Chief of Surgery,1998-11-16,General Surgery
26475976,Dr. Julie Rice,,jrice@hospital.org,Attending Physician,2014-01-25,Internal Medicine
76637636,Dr. Brian Garcia,247-823-3590,bgarcia@hospital.org,Medical Director,1987-05-04,Internal Medicine
48649361,Dr. Kelli Baker,472-394-4896,kbaker@hospital.org,Fellow:_,2018-11-21,Cardiology Fellow
47014107,Dr. Rebecca Jordan,801-218-7231,rjordan@hospital.org,Chief of Surgery,2001-11-28,General Surgery
94353604,Dr. Brittany Glover,,bglover@hospital.org,Attending Physician,2009-10-18,Internal Medicine
3035320,Dr. Mark Ayala,228-360-2095,mayala@hospital.org,Me`_{dical Director,1986-07-23,Internal Medicine
69501882,Dr. Sean Salazar,822-872-8578,ssalazar@hospital.org,Attending Physician,2014-12-20,Internal Medicine
87943055,Dr. Angela Mcdonald,878-708-3116,amcdonald@hospital.org,,2005-09-22,Internal Medicine
71975466,Dr. Crystal Gibson,837-484-2579,cgibson@hospital.org,Resident,2017-12-07,Pediatrics Resident
21360727,Dr. Kristin Franklin,340-716-6516,kfranklin@hospital.org,Medical Director,1992-03-21,Internal Medicine
18633258,Dr. Patrick Beard,777-771-1201,pbeard@hospital.org,Medical Director,2005-03-25,Internal Medicine
67867094,Dr. Brian Molina,268-235-8931,bmolina@hospital.org,Chief of Surgery,1995-08-29,General Surgery
17048021,Dr. Colleen Levine,883-352-3027,clevine@hospital.org,Medical Director,2004-11-22,Internal Medicine
92385824,Dr. Christy Hill,793-923-2103,chill@hospital.org,Medical Director,1992-05-06,Internal Medicine
18895513,Dr. Nicole Mcfarland,254-907-7459,nmcfarland@hospital.org,Resident,2017-12-02,Pediatrics Resident
51991734,Dr. Henry Underwood,665-618-3881,hunderwood@hospital.org,Fellow,2021-02-06,Pulmonary Fellow
25634424,Dr. Gwendolyn Hood,990-870-8009,ghood@hospital.org,,2006-01-18,Internal Medicine
15313564,Dr. James Haynes,340-555-4146,jhaynes@hospital.org,Medical Director,1986-03-20,Internal Medicine
92257435,Dr. Miranda Jones,477-511-4754,,Medical Director,2002-05-06,Internal Medicine
14462328,Dr. Timothy Thomas,617-868-1539,tthomas@hospital.org,Atte}nding Physician,2009-11-04,Internal Medicine
74006457,Dr. Ashley Lowe,224-889-1618,alowe@hospital.org,Chi/)^ef of Surgery,2003-10-16,General Surgery
34805794,Dr. Donald Garcia,219-649-8345,,Medical Director,1996-07-19,Internal Medicine
19715275,Dr. Cheryl Kent,715-870-3854,ckent@hospital.org,Atten(ding Physician,2012-06-19,Internal Medicine
53110856,Dr. John Garcia,934-406-4019,jgarcia@hospital.org,Resident,2025-04-13,Internal Medicine Resident
96604477,Dr. Jessica Oliver,864-401-4560,joliver@hospital.org,Attending Physician,2015-01-18,Internal Medicine
12742041,Dr. Matthew Kim,678-827-3349,mkim@hospital.org,Fellow,2024-01-25,Cardiology Fellow
89794057,Dr. Chad Freeman,,cfreeman@hospital.org,Attending Physician,2007.10.17,Internal Medicine
8242740,Dr. Timothy Jefferson,,tjefferson@hospital.org,Resident,19-06-2022,Pediatrics Resident
56830633,Dr. Melissa Santos,926-627-9993,msantos@hospital.org,Attending $+?Physician,"Apr 29, 2011",Internal Medicine
66268245,Dr. Deborah Montoya,512-771-4109,dmontoya@hospital.org,Resident,2024-08-17,Internal Medicine Resident
25262292,Dr. Justin Harris,619-744-4416,jharris@hospital.org,Attending Physician,2015.03.09,Internal Medicine
18274533,Dr. Michael Campbell,468-423-5172,,Attending Physician,2015-05-19,Internal Medicine
41977315,Dr. Melissa Mejia,687-244-1158,mmejia@hospital.org,R#?/esident,2016-01-20,Internal Medicine Resident
99782786,Dr. Mark Brown,670-278-8020,mbrown@hospital.org,,1995-11-18,General Surgery
26423423,Dr. Robert Owens,440-422-5235,rowens@hospital.org,Fell)/=ow,2019-06-04,Oncology Fellow
95420107,Dr. Jacqueline Thomas,,jthomas@hospital.org,Chief of Surgery,2000-06-10,General Surgery
65556116,Dr. Marissa Watson,366-307-3091,mwatson@hospital.org,Chief of Surgery,1995-08-27,General Surgery
53838328,Dr. Teresa Pineda,579-258-3208,tpineda@hospital.org,Medical Director,1987-11-18,Internal Medicine
41339828,Dr. Rebecca Robinson,,rrobinson@hospital.org,Resident,2023-01-15,Internal Medicine Resident
35531435,Dr. Edwin King,356-568-8271,eking@hospital.org,,2002-01-30,General Surgery
59584915,Dr. Paul Hernandez,,phernandez@hospital.org,Medical Director,1999-07-03,Internal Medicine
70660134,Dr. Erica Gilbert,245-857-6097,egilbert@hospital.org,Fellow,2022-08-21,Pulmonary Fellow
9546300,Dr. Kelly Nguyen,743-368-1454,knguyen@hospital.org,Resident,2016-02-09,Surgery Resident
73019042,Dr. Michael Mooney,608-398-9099,mmooney@hospital.org,Attending Physician,"May 15, 2007",Internal Medicine
19408458,Dr. Steven Lee,586-741-2796,slee@hospital.org,Attendin![g Physician,2010-05-21,Internal Medicine
29323799,Dr. Dylan Navarro,233-429-3067,dnavarro@hospital.org,Resident,2020-12-21,Pediatrics Resident
56273532,Dr. Eric Shah,665-838-4537,eshah@hospital.org,Medical Director,1990-01-12,Internal Medicine
72135504,Dr. Kimberly Sullivan,,ksullivan@hospital.org,Resident,2019-06-22,Surgery Resident
42526164,Dr. Heather Lopez,745-277-6294,,Chief of Surgery,2001-12-18,General Surgery
53005385,Dr. Sarah Moore,834-758-9530,smoore@hospital.org,Medical Director,1993-05-10,Internal Medicine
14071165,Dr. Dustin Cohen,779-917-5714,dcohen@hospital.org,Attending ~/;Physician,2013-08-10,Internal Medicine
656559,Dr. Teresa Cole,812-640-8410,tcole@hospital.org,Chief of Surgery,2002-04-28,General Surgery
40877456,Dr. Patrick Anderson,750-730-5248,,Medical Director,2001-06-30,Internal Medicine
38967082,Dr. Morgan Vega,915-958-7515,mvega@hospital.org,Medical Director,1994-10-19,Internal Medicine
77608651,Dr. Jennifer Brooks,796-745-1633,,Medical Director,1986-07-18,Internal Medicine
64660157,Dr. Lynn Juarez,622-804-9745,ljuarez@hospital.org,Fellow,2017-05-08,Cardiology Fellow
76416060,Dr. Brandy Jimenez,639-661-6335,bjimenez@hospital.org,,1990-11-18,Internal Medicine
66026124,Dr. Reginald Owens,557-733-4835,rowens@hospital.org,Attending Physi@#cian,2005-06-04,Internal Medicine
60417658,Dr. Phyllis Ryan,828-764-2714,pryan@hospital.org,Medical Director,1992-09-30,Internal Medicine
68100856,Dr. Michelle Bernard,219-553-4272,mbernard@hospital.org,Medical Di^@<rector,1992-09-15,Internal Medicine
4439952,Dr. Katrina Gardner,757-562-8391,kgardner@hospital.org,Medical Director,1996-06-04,Internal Medicine
3416934,Dr. Lindsay Wilson,201-589-2045,lwilson@hospital.org,Chief of Surgery,1993-08-20,General Surgery
67884937,Dr. Alexis Miller,851-878-9901,,Fellow{[+,2019-09-25,Cardiology Fellow
89587662,Dr. Matthew Dodson,762-503-9486,mdodson@hospital.org,Medical Director,1991-09-20,Internal Medicine
3106470,Dr. Katie Buchanan,885-745-9823,kbuchanan@hospital.org,Medical Director,2000-12-02,Internal Medicine
30150057,Dr. Debra Bailey,319-963-6489,dbailey@hospital.org,Medical Director,1989-02-13,Internal Medicine
52873168,Dr. Nathan Myers,665-427-1064,,Attending Physician,2014-09-06,Internal Medicine
69787461,Dr. Audrey Martin,257-423-6606,amartin@hospital.org,Resident,2017-11-11,Pediatrics Resident
64873517,Dr. Todd Diaz,960-956-6404,tdiaz@hospital.org,Medical Director,1988-01-11,Internal Medicine
65061472,Dr. Jeremy Watson,698-318-3250,jwatson@hospital.org,,2010-12-08,Internal Medicine
74726208,Dr. Rodney Hansen,384-785-2879,rhansen@hospital.org,Attending Physician,2008-01-04,Internal Medicine
84583958,Dr. Mary Taylor,373-348-1731,mtaylor@hospital.org,Fellow,02/01/2022,Pulmonary Fellow
99365754,Dr. Julie Glenn,630-259-7385,jglenn@hospital.org,,2014-07-16,Internal Medicine
29865467,Dr. Jared Peters,762-493-9138,jpeters@hospital.org,Attending Physician,2010-09-23,Internal Medicine
45297511,Dr. Sean Olson,324-607-3417,solson@hospital.org,Chief of Surgery,1998-11-26,General Surgery
3025645,Dr. Ashley Thompson,,athompson@hospital.org,Medical Di.rector,1986-10-14,Internal Medicine
20982553,Dr. Kelli Simpson,523-449-8465,ksimpson@hospital.org,Attending Physician,2008-01-31,Internal Medicine
59267518,Dr. Marc Pineda,612-804-3963,mpineda@hospital.org,Medical Di$*rector,1991-05-06,Internal Medicine
34984423,Dr. Jeffrey Odonnell,664-592-8575,jodonnell@hospital.org,Chief of Surgery,03/26/1989,General Surgery
46720110,Dr. Paula Malone,748-454-4004,pmalone@hospital.org,,2020-06-15,Internal Medicine Resident
52769047,Dr. Suzanne Larson,798-327-4720,slarson@hospital.org,,1990-08-17,Internal Medicine
23144655,Dr. Patrick Rodriguez,660-256-6507,prodriguez@hospital.org,"Attendi:|,ng Physician",2009-04-28,Internal Medicine
28033356,Dr. Angelica Nelson,796-778-8961,anelson@hospital.org,M<!edical Director,1995-05-27,Internal Medicine
48858762,Dr. Michael Smith,307-499-2087,msmith@hospital.org,Medical Director,1993-09-24,Internal Medicine
67392005,Dr. Brandon Oliver,950-299-7057,boliver@hospital.org,Medical Director,1993-12-24,Internal Medicine
5413623,Dr. Katie Nguyen,492-738-8983,knguyen@hospital.org,Attending Physician,2008-08-21,Internal Medicine
75755042,Dr. James Rogers,287-322-7550,jrogers@hospital.org,Medical Director,1995-02-18,Internal Medicine
44665917,Dr. Jack Simmons,,jsimmons@hospital.org,Chief of Surgery,1997-11-10,General Surgery
93304690,Dr. Ashley Dunlap,,adunlap@hospital.org,Chief of Surgery,1996-12-14,General Surgery
93221116,Dr. Christopher Conway,633-215-5084,,Chief of Surgery,2002-11-15,General Surgery
94214542,Dr. Margaret Davidson,617-393-2154,mdavidson@hospital.org,Fellow,2016-02-13,Oncology Fellow
67136663,Dr. Steven Thompson,405-491-7193,,Resident,2016-12-16,Surgery Resident
27140498,Dr. Darren Obrien,874-563-4525,dobrien@hospital.org,Chief of Surgery,1998-03-09,General Surgery
19570446,Dr. Ronald Smith,456-375-7512,rsmith@hospital.org,Medical Director,1996-08-01,Internal Medicine
66170696,Dr. Francisco Bullock,900-770-8885,fbullock@hospital.org,Medical Director,1998-09-16,Internal Medicine
14664798,Dr. Maria Miller,819-253-3800,mmiller@hospital.org,Chief of Surgery,1997-05-28,General Surgery
88511259,Dr. Alexander Duncan,996-813-8932,aduncan@hospital.org,Chief of Surgery,1993-08-07,General Surgery
11894073,Dr. Holly Smith,609-402-6714,hsmith@hospital.org,Fellow,2024-12-27,Oncology Fellow
40695296,Dr. Daisy Warren,820-815-8282,dwarren@hospital.org,Resident,2023-11-17,Internal Medicine Resident
89899938,Dr. Robert Montgomery,805-862-9632,rmontgomery@hospital.org,Medical Director,1991-12-19,Internal Medicine
46622543,Dr. Christina Williams,486-328-8825,cwilliams@hospital.org,Fellow,2016-08-24,Oncology Fellow
61809863,Dr. Yolanda Carlson,,ycarlson@hospital.org,,2000-11-06,Internal Medicine
31574586,Dr. Charles Sosa,553-263-3042,csosa@hospital.org,Chief of Surgery,2002-06-23,General Surgery
13791911,Dr. Laura Collins,454-774-7169,lcollins@hospital.org,,2009-12-19,Internal Medicine
42211304,Dr. Jeffrey Cook,948-470-9613,jcook@hospital.org,Fellow,2022-05-17,Pulmonary Fellow
27253212,Dr. Curtis Reid,,creid@hospital.org,Chief of Surgery,1993-07-02,General Surgery
13776889,Dr. William Combs,969-905-7086,wcombs@hospital.org,Attending Physician,2014-03-25,Internal Medicine
13617444,Dr. Ronnie Woods,292-616-2188,rwoods@hospital.org,Fellow,2024-09-24,Pulmonary Fellow
70179341,Dr. Matthew Hart,777-368-7309,mhart@hospital.org,Chief of? Surgery,2004-05-28,General Surgery
84995405,Dr. Thomas Peters,227-316-5241,tpeters@hospital.org,Resident,2024-11-24,Pediatrics Resident
60587340,Dr. Pamela Kirby,646-441-5137,pkirby@hospital.org,Chief of Surgery,2004-05-30,General Surgery
38008770,Dr. Christopher Smith,780-741-4469,csmith@hospital.org,Chief of Surgery,2004-11-17,General Surgery
2520591,Dr. Brandon Palmer,999-967-7417,bpalmer@hospital.org,Attending Physician,2006-04-02,Internal Medicine
10619930,Dr. Michael Jones,876-606-1716,mjones@hospital.org,,1995-07-27,General Surgery
51197983,Dr. Brian Taylor,379-835-1536,,Fellow,2023-04-29,Oncology Fellow
55873841,Dr. Jonathan Allen,,jallen@hospital.org,,2009-10-29,Internal Medicine
62585872,Dr. Connie Jackson,270-274-3321,cjackson@hospital.org,Medical Director,1995-07-21,Internal Medicine
84532286,Dr. Jenna Rogers,668-412-1482,jrogers@hospital.org,Chief of Surgery,1996-05-23,General Surgery
29859508,Dr. Brian Evans,277-857-2201,bevans@hospital.org,Fellow_!,"Feb 03, 2022",Cardiology Fellow
76498012,Dr. Mary Prince,226-345-8034,mprince@hospital.org,Med%_@ical Director,1988-01-16,Internal Medicine
25978050,Dr. Dustin Bryant,422-218-4192,dbryant@hospital.org,Medical Director,1991-11-28,Internal Medicine
13061560,Dr. Denise Mendoza,410-905-4100,dmendoza@hospital.org,Resident,2015-09-08,Internal Medicine Resident
3956382,Dr. Jane Rivera,911-644-8179,jrivera@hospital.org,Medical Director,1992-03-09,Internal Medicine
36054705,Dr. Lisa Larson,542-700-4712,llarson@hospital.org,Resident,2022-11-18,Pediatrics Resident
86592041,Dr. Susan Mcmahon,790-658-9519,smcmahon@hospital.org,Fellow,04-06-2024,Cardiology Fellow
64183986,Dr. James Caldwell,945-661-4379,jcaldwell@hospital.org,Medical Director,1996-09-09,Internal Medicine
11428025,Dr. Amanda Holmes,503-360-9702,aholmes@hospital.org,Medical Director,1998-03-24,Internal Medicine
70186984,Dr. Sarah Baker,902-562-5859,sbaker@hospital.org,Medical Director,1997-08-17,Internal Medicine
6319062,Dr. Beth Barnes,658-473-9301,bbarnes@hospital.org,Medical Director,2001-08-07,Internal Medicine
62730996,Dr. Amy George,529-870-3967,,Fellow,2018-05-31,Cardiology Fellow
77127910,Dr. Julie Gordon,326-849-5794,,Attending Physician,2013-11-09,Internal Medicine
70561267,Dr. Timothy Fisher,236-994-9891,tfisher@hospital.org,Attend^<:ing Physician,2010-02-03,Internal Medicine
75717195,Dr. Tiffany Mora,263-901-1502,,,2008-10-12,Internal Medicine
89952398,Dr. Shane Ho,863-821-8933,sho@hospital.org,Medical Director,1996-01-12,Internal Medicine
38827067,Dr. Nicholas Gray,399-860-4636,ngray@hospital.org,Attending Physician,2011-06-29,Internal Medicine
31143927,Dr. David Harris,525-545-3860,dharris@hospital.org,Attending Physician,15-04-2012,Internal Medicine
13125490,Dr. Francisco Berg,212-254-8192,fberg@hospital.org,Attending Physician,2010-12-23,Internal Medicine
57529574,Dr. Spencer Rowe,226-472-8365,srowe@hospital.org,Medical Director,"Jan 24, 2004",Internal Medicine
41260509,Dr. Francisco Kelly,734-924-6047,fkelly@hospital.org,Fellow,2024-10-06,Cardiology Fellow
13475911,Dr. Jennifer Norris,697-859-4457,jnorris@hospital.org,Medical?! Director,2004-07-19,Internal Medicine
97140943,Dr. Benjamin Pugh,248-735-8819,bpugh@hospital.org,Medical Director,1995-08-13,Internal Medicine
50993423,Dr. Carmen Jackson,508-310-6342,cjackson@hospital.org,Attending Physician,2011-01-12,Internal Medicine
43298037,Dr. Veronica Oconnor,365-458-7503,voconnor@hospital.org,Chief of Surgery,1991-03-23,General Surgery
83325612,Dr. Christopher Flores,231-413-8778,,Medical Director,2003-03-08,Internal Medicine
19321574,Dr. Susan Estrada,687-624-8473,sestrada@hospital.org,Attending ?=$Physician,2009-12-02,Internal Medicine
15124416,Dr. Edwin Goodwin,954-691-4748,,Chief of Surgery,1997-09-07,General Surgery
26184059,Dr. Jennifer Sandoval,310-386-2722,jsandoval@hospital.org,Chief of Surgery,1999-07-13,General Surgery
65479215,Dr. Valerie Hudson,399-623-3433,vhudson@hospital.org,Resid/ent,2015-09-25,Surgery Resident
91249971,Dr. Timothy Maldonado,812-640-1357,tmaldonado@hospital.org,Attending Physician,2006-03-29,Internal Medicine
54783973,Dr. Christopher Orozco,,corozco@hospital.org,,2005-03-01,Internal Medicine
95152160,Dr. Devon Larson,376-351-8163,dlarson@hospital.org,Resident,2022-03-25,Internal Medicine Resident
17678083,Dr. Doris King,708-713-6118,dking@hospital.org,Resident,2021-10-27,Surgery Resident
96591377,Dr. Monica Wolfe,483-786-2921,mwolfe@hospital.org,,2022-07-31,Cardiology Fellow
62499944,Dr. Christopher Mcdonald,592-787-6667,cmcdonald@hospital.org,Attending Physician,2008-06-26,Internal Medicine
52304547,Dr. Stacey Lopez,289-384-8727,slopez@hospital.org,,2010-12-22,Internal Medicine
70530300,Dr. Riley Baldwin,954-616-1293,,Attending Physician,2008-04-09,Internal Medicine
11678299,Dr. Jessica Beck,,jbeck@hospital.org,Chief of Surgery,1985-05-24,General Surgery
55416921,Dr. Tammy Martinez,812-845-1843,tmartinez@hospital.org,Chief of Surgery,1997-03-01,General Surgery
43369391,Dr. Kimberly Baxter,778-457-4600,kbaxter@hospital.org,Attending Physician,2005-10-24,Internal Medicine
6311213,Dr. Zoe Rivera,819-501-7434,zrivera@hospital.org,Medical Director,2002-07-11,Internal Medicine
34570342,Dr. Peggy Williams,877-621-8526,pwilliams@hospital.org,Attending Physician,2006-01-07,Internal Medicine
60090965,Dr. Tonya Ferrell,893-878-2382,tferrell@hospital.org,Chief of Surgery,2000-09-03,General Surgery
51672990,Dr. Melissa Sawyer,,msawyer@hospital.org,Medical Director,1995-09-26,Internal Medicine
26275951,Dr. Jacqueline Johnson,970-707-3490,jjohnson@hospital.org,Medical Director,1990-07-05,Internal Medicine
89930977,Dr. Brandi Lee,927-787-9423,blee@hospital.org,Attending Physician,2009-06-03,Internal Medicine
6041597,Dr. Joshua Knight,760-995-3079,jknight@hospital.org,Fellow,2019-08-04,Cardiology Fellow
14133147,Dr. Curtis Aguirre,744-722-7690,caguirre@hospital.org,Fellow,2022-03-09,Oncology Fellow
63112460,Dr. Chad Hall,223-827-3248,chall@hospital.org,Chief of Surgery,1992-12-30,General Surgery
93316541,Dr. Anthony Bridges,947-830-3828,abridges@hospital.org,Attending Physician,2012-06-22,Internal Medicine
75529317,Dr. Cindy Cooper,321-601-9106,ccooper@hospital.org,Attending Physician,2006-12-30,Internal Medicine
207876,Dr. Ruth Carroll,296-669-5014,rcarroll@hospital.org,Medical Director,1987-11-19,Internal Medicine
79439990,Dr. Amy Austin,393-364-1251,aaustin@hospital.org,Medical Director,2000-01-15,Internal Medicine
35264254,Dr. Susan Spencer,601-520-5678,sspencer@hospital.org,Chief of Surgery,1995-01-10,General Surgery
43393051,Dr. Michelle Watson,524-226-4901,mwatson@hospital.org,Medical Director,1986-01-27,Internal Medicine
91575156,Dr. Sean Williams,275-410-6690,swilliams@hospital.org,Medical Director,1994-06-09,Internal Medicine
45505027,Dr. Michelle Gray,536-759-3566,mgray@hospital.org,Chief of Surgery,1994-06-08,General Surgery
12494406,Dr. Andrew Fernandez,537-358-3084,afernandez@hospital.org,Attending Physician,2011-05-19,Internal Medicine
2328869,Dr. Marissa Ramos,987-668-4632,mramos@hospital.org,Chief of Surgery,1993-03-17,General Surgery
69411418,Dr. Shaun Whitaker,925-927-8304,swhitaker@hospital.org,Attending Physician,2015-03-09,Internal Medicine
11743645,Dr. Mark Ayala,408-907-8169,mayala@hospital.org,Attending Physician,2014-03-15,Internal Medicine
67411333,Dr. Hannah Salas,681-908-7791,hsalas@hospital.org,Attending Physician,2015.02.27,Internal Medicine
36636056,Dr. Paula Parker,882-294-3085,pparker@hospital.org,Attending Physician,2015-02-28,Internal Medicine
59764953,Dr. Lauren Woods,920-507-4181,lwoods@hospital.org,Chief of Surgery,1995-06-07,General Surgery
88901745,Dr. Kimberly Hobbs,304-700-3185,khobbs@hospital.org,Resident,2016-11-13,Surgery Resident
95491613,Dr. Diana Romero,809-865-5292,dromero@hospital.org,Attending Physician,2014-09-15,Internal Medicine
12211463,Dr. James Yang,853-272-2400,jyang@hospital.org,Medical Director,1998-09-18,Internal Medicine
96120623,Dr. Andrew Cervantes,210-601-2060,acervantes@hospital.org,Medical Director,2003.02.01,Internal Medicine
83419049,Dr. James Lucero,349-340-1142,jlucero@hospital.org,Attending Physician,2006-04-09,Internal Medicine
59667232,Dr. Shannon Perez,215-512-2613,sperez@hospital.org,Medical Director,2002-04-18,Internal Medicine
71628491,Dr. Suzanne Reyes,932-877-8470,sreyes@hospital.org,Medical Director,2002-11-11,Internal Medicine
85077094,Dr. Kayla Kennedy,822-946-5222,kkennedy@hospital.org,Attending Physician,2008.11.30,Internal Medicine
46931598,Dr. Michael Jensen,650-575-5222,mjensen@hospital.org,Fellow,2015.09.12,Cardiology Fellow
27137949,Dr. Daniel Frederick,513-215-8335,dfrederick@hospital.org,Chief of Surgery,2002-10-17,General Surgery
95658644,Dr. Brandon Barker,885-963-1950,bbarker@hospital.org,,1987-06-07,General Surgery
80341116,Dr. Donald Bautista,454-854-5883,,Chief of Sur;[=gery,1996-01-31,General Surgery
6356378,Dr. Anna Greene,209-614-7150,agreene@hospital.org,Attending Physician,2006-07-20,Internal Medicine
3648445,Dr. Paula Landry,798-518-8788,plandry@hospital.org,Fellow,2020-03-28,Cardiology Fellow
60323922,Dr. Mary Henderson,213-808-8194,mhenderson@hospital.org,Fellow,2019-07-08,Pulmonary Fellow
88247346,Dr. Jennifer Massey,260-616-1089,jmassey@hospital.org,Resident,2023-08-20,Surgery Resident
24475726,Dr. Gary Wall,705-841-2891,gwall@hospital.org,Fellow,2023-08-21,Oncology Fellow
60002734,Dr. Rita Mejia,971-337-8555,rmejia@hospital.org,Fellow,2018-04-16,Cardiology Fellow
79633148,Dr. Angel Williams,587-574-9508,awilliams@hospital.org,Resident,2021.03.19,Internal Medicine Resident
83862695,Dr. Shaun White,961-319-3468,swhite@hospital.org,Medical Director,1996-05-07,Internal Medicine
83241925,Dr. Natasha Miller,798-745-7555,nmiller@hospital.org,Attending Physician,2008-05-04,Internal Medicine
5018195,Dr. Jennifer Hughes,888-376-4169,jhughes@hospital.org,Attending Physician,2010-08-03,Internal Medicine
57203664,Dr. Megan Barr,808-369-1145,mbarr@hospital.org,Medical Director,"Dec 10, 1998",Internal Medicine
22599585,Dr. Tristan Mcdaniel,981-913-1435,tmcdaniel@hospital.org,Chief of Surgery,1986-10-10,General Surgery
95486337,Dr. Ethan Mccall,992-702-1215,emccall@hospital.org,Medical Director,2001-07-11,Internal Medicine
15212966,Dr. Adam Mclaughlin,243-206-1305,amclaughlin@hospital.org,Chief of Surgery,2004-08-29,General Surgery
16534035,Dr. Jim Cummings,412-345-5047,,Resident,2016-10-23,Surgery Resident
9137570,Dr. Victor Hughes,490-258-4424,vhughes@hospital.org,Chief of Surgery,2003-08-12,General Surgery
55003987,Dr. Brenda Stone,721-245-2006,bstone@hospital.org,Chief of Surgery,1987-04-26,General Surgery
74811287,Dr. Kelly Green,638-494-5263,kgreen@hospital.org,,1989-07-11,General Surgery
60847988,Dr. Heather Smith,488-913-6701,hsmith@hospital.org,Attending Physician,2014-10-15,Internal Medicine
33886386,Dr. Savannah Cox,214-795-3546,scox@hospital.org,Attending Physician,2008-03-04,Internal Medicine
17480827,Dr. Sara Gardner,730-578-8711,sgardner@hospital.org,Attending Physician,2005-10-19,Internal Medicine
10853028,Dr. Elizabeth Calhoun,692-611-8952,ecalhoun@hospital.org,Fellow,2022-04-27,Cardiology Fellow
